Date,NSA Value,SA Value
2020-11-30,0.010069419982228,0.014909870017791
2020-10-31,0.01022083216166,0.014718459662415
2020-09-30,0.011143969169278,0.01510130945822
2020-08-31,0.01247428190022,0.014807147970381
2020-07-31,0.01289573968513,0.012820055047022
2020-06-30,0.010099184180373,0.006997423664167
2020-05-31,0.0054076457933837,-3.3530587566592e-05
2020-04-30,0.0063259795180334,0.00026138625136119
2020-03-31,0.010432158987019,0.0045947734510089
2020-02-29,0.0092256476450559,0.0081281157409992
2020-01-31,0.0043661053555916,0.0057881424582751
2019-12-31,0.00083293177340415,0.0052285802778826
2019-11-30,-0.00045876824243811,0.0043545231381005
2019-10-31,-0.00028379189603538,0.0042643578801019
2019-09-30,-4.3208775489614e-05,0.0040574398771876
2019-08-31,0.00073562826781728,0.0032713888888343
2019-07-31,0.0030288371723512,0.0030278943184
2019-06-30,0.0059997964936182,0.0029571343318647
2019-05-31,0.0086159757778065,0.0031002045630839
2019-04-30,0.0093721060651303,0.0028168335573983
2019-03-31,0.0077372329632088,0.0018008571979603
2019-02-28,0.0049511238894603,0.0037466433628522
2019-01-31,0.0013505820413902,0.0028893186063456
2018-12-31,-0.0017687665908936,0.0025109554355249
2018-11-30,-0.0018607477882184,0.0030364278984343
2018-10-31,-0.00098564106334259,0.0037644373900848
2018-09-30,-0.00076781654615714,0.0036258987183839
2018-08-31,0.00049336803598484,0.003315241923742
2018-07-31,0.0031928439793873,0.0032745144706058
2018-06-30,0.0063608359404717,0.003241021778456
2018-05-31,0.0090374706217069,0.0032908003470457
2018-04-30,0.010911025524318,0.0036655653492628
2018-03-31,0.011424046087414,0.0052973775160154
2018-02-28,0.0088320161252063,0.0074374574619336
2018-01-31,0.0045130224558878,0.0063996342872609
2017-12-31,0.0016770430132745,0.0060384680858791
2017-11-30,0.00048363267754557,0.0055629322784074
2017-10-31,0.0001701637183391,0.0052729064638129
2017-09-30,0.00074683921206295,0.0055171993367058
2017-08-31,0.0025979719029725,0.0056934142400962
2017-07-31,0.0052694155758397,0.0053234318097479
2017-06-30,0.0083147788608844,0.0048403127222884
2017-05-31,0.01178163820765,0.0054410048976841
2017-04-30,0.013536414867025,0.0057057909828824
2017-03-31,0.011732320204532,0.0053902796776358
2017-02-28,0.0072636309743978,0.0057237986422447
2017-01-31,0.0030601043357703,0.0056238092074039
2016-12-31,0.00081410721463505,0.0055976820934134
2016-11-30,1.4833358284095e-05,0.005264933792473
2016-10-31,-0.00018512905014017,0.0051620405266282
2016-09-30,0.00016982624304135,0.005279537592025
2016-08-31,0.0018957649177782,0.005150296028923
2016-07-31,0.0051164558886985,0.0049179425510466
2016-06-30,0.0092970180551847,0.0051772872561834
2016-05-31,0.012103977787028,0.0051262595139895
2016-04-30,0.012652112118485,0.0044884820662814
2016-03-31,0.011055870309258,0.004521996822999
2016-02-29,0.0060194841667893,0.0044835219979011
2016-01-31,0.00060975302671701,0.0039565681041066
2015-12-31,-0.00083899748392548,0.0044845589073347
2015-11-30,-0.00031881110965894,0.005222282129003
2015-10-31,-0.00032654977948666,0.0052280795733139
2015-09-30,-0.00022129817735393,0.005078287218955
2015-08-31,0.0018335459633463,0.0051525174970066
2015-07-31,0.0058630827800183,0.0053200651324016
2015-06-30,0.010182747897145,0.0052376040489412
2015-05-31,0.012600676481991,0.0049805554000227
2015-04-30,0.012913722624634,0.0044844425202306
2015-03-31,0.011101047518447,0.0044234083108092
2015-02-28,0.0055350371248294,0.0042636892162348
2015-01-31,0.00034225485447851,0.0044652260355909
2014-12-31,-0.0012731473739918,0.0045575648707659
2014-11-30,-0.00091755309783605,0.0050361235868559
2014-10-31,-0.0010054223667256,0.0045984286479154
2014-09-30,-0.001581873773058,0.003671640118026
2014-08-31,0.00034875387748084,0.0036495845663747
2014-07-31,0.0047306956601703,0.0039039074445164
2014-06-30,0.008577040379438,0.0029208898599882
2014-05-31,0.01091042146722,0.0029080824133172
2014-04-30,0.012186845929163,0.0033187043941865
2014-03-31,0.010820322894826,0.00422232973562
2014-02-28,0.005707354421984,0.0047019050016077
2014-01-31,0.0004068800334325,0.0052731455881033
2013-12-31,-0.0017572090868509,0.0044869005123663
2013-11-30,-0.001624007783491,0.0046948791071152
2013-10-31,-0.00074043809970712,0.0048831220387161
2013-09-30,0.00072713014170953,0.0056727762004247
2013-08-31,0.0045713734810126,0.0077093938331228
2013-07-31,0.010820557875018,0.0098496653236671
2013-06-30,0.01581534214902,0.0096071636024753
2013-05-31,0.018146246186662,0.0098151255737764
2013-04-30,0.018617333632419,0.0093832430882528
2013-03-31,0.016249029749635,0.0099488265726075
2013-02-28,0.010394136673222,0.0097758909114561
2013-01-31,0.0035936453682719,0.0090465884285536
2012-12-31,4.4115755982763e-05,0.0065599825711437
2012-11-30,0.00081049825827919,0.0071376909408802
2012-10-31,0.0020003254777351,0.0074159034195742
2012-09-30,0.0022390962245836,0.0068240481969321
2012-08-31,0.0030821863533681,0.0059662073668503
2012-07-31,0.0060361569238898,0.0049485677924294
2012-06-30,0.011231486647485,0.0050215603899378
2012-05-31,0.014725134369162,0.0063661133890208
2012-04-30,0.015157424735804,0.0058668841185704
2012-03-31,0.01039777560637,0.0045426034304374
2012-02-29,0.0013545208982264,0.00093940318041927
2012-01-31,-0.0056748566363394,0.00023259968858463
2011-12-31,-0.0068912796748794,-0.00026415722845357
2011-11-30,-0.0059912291940496,9.4904825057855e-05
2011-10-31,-0.0060474896071648,-0.00091760540587752
2011-09-30,-0.0052752018128073,-0.0011258162869241
